;CODE DU CHEF-LIEU, VILLE;NOM VILLE;CODE DU LYCEE OU COLLEGE;DATE DE FONDATION;SUPERFICIE TOTALE;SUPERFICIE BATIE;SUPERFICIE LIBRE;MODE ADMINISTRATION REGIE;MODE ADMINISTRATION PENSION;DATE RENOUVELLEMENT MOIS;DATE RENOUVELLEMENT ANNEE;PROPRIETE BATIMENT VILLE;PROPRIETE BATIMENT ETAT;ETAT BATIMENT BON;ETAT BATIMENT ASSEZ;ETAT BATIME MAUVAIS;PROPRIETE MOBILIER VILLE;PROPRIETE MOBILIER PRINCIPAL;ETAT MOBILIER BON;ETAT MOBILIER ASSEZ;ETAT MOBILIER MAUVAIS;ENSEIGNE CLASSIQUE TAUX;ENSEIGNE CLASSIQUE RETRIBUTION;ENSEIGNEMENT SPECIAL TAUX;ENSEIGNE SPECIAL RETRIBUTION;TAUX FRAIS ETUDES CLASSIQUES;TAUX FRAIS ETUDES SPECIALES;RECETTE SUBVENTION ETAT ENTRETIEN;RECETTE SUBVENTION ETAT ASSURANCE;RECETTE SUBVENTION COMMUNE;RECETTE SUBVENTION DEPARTEMENT;RECETTE PRODUIT PENSION;RECETTE PRODUIT ETUDES;RECETTE ABONNEMENTS;RECETTE TOTALE;DEPENSES PERSONNEL;DEPENSES NOURRITURE;DEPENSES FRAIS SERVICE;DEPENSES TOTAL;COLLEGE CHAIRE MATHEMATIQUES;COLLEGE CHAIRE REGULIERES;COLLEGE PLUSIEURS CHAIRES;COLLEGE LIMITE RHETORIQUE;COLLEGE LIMITE SECOND;COLLEGE LIMITE TROISIEME;COLLEGE DIVISION GRAMMAIRE;COLLEGE ENSEIGNEMENT 6;COLLEGE ENSEIGNEMEENT 5;COLLEGE ENSEIGNEMEENT 4;COLLEGE ENSEIGNEMEENT 3;COLLEGE ENSEIGNEMEENT 2;COLLEGE ENSEIGNEMEENT 1;COLLEGE ECOLE PRIMAIRE;ELEVE INTERNE BOURSE NATIONALE;ELEVE INTERNE BOURSE DEPARTEMENTALE;ELEVE INTERNE BOURSE COMMUNALE;ELEVE INTERNE BOURSE FONDATION;ELEVE INTERNE PENSION LIBRE;ELEVE INTERNE DEMI-PENSIONNAIRE;ELEVE INTERNES TOTAL;ELEVE EXTERNES BOURSE NATIONALE;ELEVE EXTERNE BOURSE DEPARTEMENTALE;ELEVE EXTERNE BOURSE COMMUNALE;ELEVE EXTERNE BOURSE FONDATION;ELEVE EXTERNES LIBRE;ELEVE EXTERNE ETABLISSEMENT;ELEVE EXTERNES TOTAL;ELEVES TOTAL GENERAL;ELEVE CLASSE MATHEMATIQUES SUPERIEUR NOUVEAU;ELEVE CLASSE MATHEMATIQUES SUPERIEUR VETERAN;ELEVE CLASSIQUE MATHEMATIQUES ELEMENTAIRE;ELEVE CLASSIQUE PHILOSOPHIE NOUVEAU;ELEVE CLASSIQUE PHILOSOPHIE VETERAN;ELEVE CLASSIQUE RHETORIQUE NOUVEAU;ELEVE CLASSIQUE RHETORIQUE VETERAN;ELEVE EN CLASSIQUE 2;ELEVE EN CLASSIQUE 3;ELEVE EN CLASSIQUE 4;ELEVE EN CLASSIQUE 5;ELEVE EN CLASSIQUE 6;ELEVE EN CLASSIQUE 7;ELEVE EN CLASSIQUE 7;ELEVE CLASSIQUE TOTAL;ELEVE CLASSIQUE CLASSE PRIMAIRE;ELEVE ENSEIGNEMENT SPECIAL 1;ELEVE ENSEIGNEMENT SPECIAL 2;ELEVE ENSEIGNEMENT SPECIAL 3;ELEVE ENSEIGNEMENT SPECIAL 4;ELEVE ENSEIGNEMENT SPECIAL 5;ELEVE ENSEIGNEMENT SPECIAL 6;ELEVE ENSEIGNEMENT SPECIAL TOTAL;REPARTITION ELEVE TOTAL;EN PREPA ECOLE NORMALE SCIENCE;EN PREPA ECOLE NORMALE LETTRE;EN PREPA ECOLE POLYTECHNIQUE;EN PREPA ECOLE SAINT-CYR;EN PREPA ECOLE NAVALE;EN PREPA ECOLE FORESTIERE;EN PREPA ECOLE CENTRALE;EN PREPA ECOLE NORMALE CLUNY;PROFESSEUR CLASSIQUE SCIENCE;PROFESSEUR CLASSIQUE PHILOSOPHIE;PROFESSEUR CLASSIQUE HISTOIRE;PROFESSEUR CLASSIQUE RHETORIQUE;PROFESSEUR CLASSIQUE GRAMMAIRE;PROFESSEUR CLASSIQUE ELEMENTAIRE;PROFESSEUR CLASSIQUE LANGUES;PROFESSEUR CLASSIQUE TOTAL;PROFESSEUR SPECIAL;PROFESSEUR CLASSE PRIMAIRE;PROFESSEUR TOTAL GENERAL;ELEVE CLASSIQUE MATHEMATIQUES;ELEVE CLASSIQUE PHILOSOPHIE;ELEVE CLASSIQUE RHETORIQUE;ELEVE CLASSIQUE GRAMMAIRE;ELEVE CLASSIQUE ELEMENTAIRE;ELEVE CLASSIQUE TOTAL;ELEVE ENSEIGNEMENT SPECIAL;ELEVE CLASSE PRIMAIRE;ELEVE TOTAL GENERAL;NOMBRE PROFESSEURS;NOMBRE ELEVES;RAPPORT NOMBRE PROFFESSEURS ELEVES
61;2;MARMANDE;657;1804;4200.7700000000004;1700.8599999999999;2499.9099999999999;0;1;11;1879;1;0;0;0;1;1;0;0;1;0;400;100;400;100;100;100;4750;3300;7000;NA;18900;10200;NA;44150;25850;15210;1890;42950;0;0;1;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;46;1;49;0;0;21;0;47;0;68;117;0;0;10;4;0;1;1;6;8;13;12;8;7;6;76;12;11;18;0;0;0;0;29;117;0;0;0;0;0;0;0;0;2;1;0;1;2;1;1;8;2;1;11;10;4;16;33;13;76;29;12;117;11;117;11
62;8;MEZIN;666;1804;1883.54;915.75;967.78999999999996;0;1;NA;1881;1;0;0;1;0;1;0;0;0;1;410;50;410;30;7;7;5400;2700;3175;1000;2450;245;540;15510;12900;1390;1025;15315;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;3;0;4;0;0;15;0;18;0;33;37;0;0;3;0;0;0;0;0;0;5;2;2;0;0;12;21;4;0;0;0;0;0;4;37;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;3;2;1;6;3;0;0;9;0;12;4;21;37;6;37;6
63;6;REOLE(LA);697;1804;3782;1125;2657;0;1;12;1879;1;0;0;0;1;1;0;1;0;0;450;100;450;100;80;80;1100;2500;4500;NA;16500;5600;NA;30200;13600;12500;1600;27700;0;0;0;1;0;0;0;0;0;0;0;1;0;0;9;3;0;0;23;3;38;0;0;3;0;27;0;30;68;0;0;16;0;0;0;0;3;5;12;7;10;4;3;60;0;4;4;0;0;0;0;8;68;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;4;0;0;4;16;0;8;39;7;70;8;0;78;4;78;19
64;5;SARLAT;726;1803;3480;1312;2168;0;1;1;1881;1;0;0;0;1;1;0;0;0;1;400;100;400;100;100;100;5150;3300;7200;NA;8477;3370;NA;27497;19000;6077;1750;26827;0;0;0;0;0;1;0;0;0;1;0;0;0;1;5;0;0;0;14;1;20;0;0;22;0;17;0;39;59;0;0;8;0;0;0;0;0;2;6;4;2;5;3;30;3;3;11;7;5;0;0;26;59;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;5;2;1;8;8;0;2;12;8;30;26;3;59;8;59;7
65;4;VILLENEUV-SUR-LOT;757;1871;3050;1184;1866;0;1;2;1881;1;0;0;0;1;1;0;0;0;1;425;75;425;75;150;150;2500;8800;9010;NA;16545;6750;NA;43605;27250;12620;2075;41945;0;0;1;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;24;16;44;2;0;12;0;53;0;67;111;0;0;8;1;1;1;1;1;3;4;6;5;10;7;48;12;16;23;12;0;0;0;51;111;0;0;0;0;0;0;0;0;2;1;0;1;2;1;1;8;2;1;11;8;2;6;15;17;48;51;12;111;11;111;10
66;0;CAEN;0;NA;-0.01;-0.01;-0.01;1;20;NA;NA;21;0;9;8;4;20;1;7;10;4;466;50;464;48;67;58;83489.589999999997;108032.69;307926.15999999997;1450;489814.53000000003;106461.13;35978.650000000001;1133153;623739.65000000002;388184.39000000001;79392.130000000005;1091316;0;7;7;0;0;1;5;5;5;8;3;0;0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
67;2;ARGENTAN;515;1804;11984;1658;10326;0;1;NA;1881;1;0;0;0;1;1;0;0;0;1;490;70;490;70;70;100;2350;8400;32090;NA;58000;14538;1900;117278;61100;45830;7300;114230;0;1;0;0;0;0;0;1;0;0;0;0;0;1;4;0;0;0;115;34;153;0;0;0;0;82;0;82;235;0;0;4;3;5;5;2;6;11;8;12;13;22;15;106;53;27;22;14;9;0;4;76;235;0;0;0;0;0;0;0;0;2;1;0;3;3;2;2;13;5;2;20;4;8;24;33;37;106;76;53;235;20;235;12
68;1;AVRANCHES;531;1802;5705;1764;3941;0;1;1;1881;1;0;1;0;0;1;0;1;0;0;500;70;500;50;NA;NA;6205.4200000000001;12528.870000000001;24951.25;NA;19600;8366.5;4502;76154;50958.040000000001;16000;6598;73556;0;1;0;0;0;0;0;0;0;1;0;0;0;1;3;3;0;0;32;2;40;0;0;0;0;79;0;79;119;0;0;4;2;0;2;0;8;3;15;4;9;7;7;61;24;12;11;7;4;0;0;34;119;0;0;0;0;0;0;0;0;3;1;1;3;3;2;1;14;3;2;19;4;2;13;28;14;61;34;24;119;19;119;6
69;1;BAYEUX;537;1803;4450;1800;2650;0;1;1;1881;1;0;0;1;0;1;0;0;1;0;480;70;480;70;70;70;3450;7750;25202.5;NA;15840;6090;NA;58333;43352.5;12740;1000;57093;0;1;0;0;0;0;0;0;1;0;0;0;0;1;5;0;0;0;29;9;43;0;0;0;0;87;0;87;130;0;0;1;2;0;2;2;3;7;7;13;5;17;10;69;31;8;12;6;3;1;0;30;130;0;0;0;0;0;0;0;0;2;1;1;3;3;2;1;13;2;1;16;1;2;14;25;27;69;30;31;130;16;130;8
70;2;BERNAY;543;1803;1805;705;1100;0;1;3;1881;1;0;0;1;0;1;0;0;1;0;450;50;450;50;97;67;2300;5700;10650;NA;34000;6480;NA;59130;19800;30000;4600;54400;0;0;1;0;0;0;0;0;0;1;0;0;0;1;7;0;0;0;75;9;91;0;0;4;0;107;0;111;202;0;0;4;0;0;5;0;6;12;6;5;6;7;12;63;67;28;19;18;7;0;0;72;202;0;0;0;0;0;0;0;0;2;0;0;1;2;1;1;7;2;2;11;4;0;23;17;19;63;72;67;202;11;202;19
71;9;CARENTAN;561;1876;2624;788;1836;0;1;2;1881;1;0;1;0;0;1;0;0;1;0;435;30;435;30;30;30;NA;2800;11545;NA;3681;147;600;18773;14340;4400;152;18892;0;0;0;0;0;0;1;0;0;0;1;0;0;1;2;0;0;0;7;1;10;0;0;17;0;70;0;87;97;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;75;15;5;1;0;0;0;21;97;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;3;7;0;0;0;1;0;1;19;75;95;7;95;13
72;8;CONDE-SUR-NOIREAU;591;1874;4900;606;4294;0;1;2;1881;1;0;1;0;0;1;0;1;0;0;410;40;410;40;80;80;2950;3300;7450;NA;7575;5550;NA;26825;15900;6550;1350;23800;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;10;13;23;0;0;2;0;41;0;43;66;0;0;0;0;0;0;0;0;0;0;3;0;9;18;30;19;0;7;10;0;0;0;17;66;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;4;3;1;8;0;0;0;3;27;30;17;19;66;8;66;8
73;9;COURDEMANCHE;597;1808;4200;635;3565;0;1;1;1881;1;0;0;0;1;1;0;0;1;0;NA;NA;375;40;40;40;2200;1700;900;NA;5750;NA;133;10683;4333;5000;600;9933;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;1;0;0;10;2;15;0;0;0;0;63;0;63;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;10;2;3;2;2;0;19;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;5;0;0;0;0;0;0;19;59;78;5;78;16
74;1;DIEPPE;599;1804;3927;2307;1620;1;0;1;1881;1;0;1;0;0;1;0;1;0;0;650;NA;675;NA;110;140;2400;6800;23271.189999999999;NA;96750.529999999999;10922.08;13171.41;153315;69138.929999999993;55519.389999999999;28656.889999999999;153315;0;1;0;0;0;0;0;1;0;0;0;0;0;1;16;3;5;0;101;35;160;0;0;0;0;90;0;90;250;0;0;38;9;0;5;0;8;13;10;11;18;26;18;156;20;15;25;14;10;4;6;74;250;0;0;0;0;10;0;0;0;4;1;1;3;3;2;2;16;5;1;22;38;9;26;39;44;156;74;20;250;22;250;11
75;3;DOMFRONT;602;1859;4879.0500000000002;1498.5;3380.5500000000002;0;1;NA;1881;1;0;0;1;0;1;0;0;0;1;450;NA;450;NA;50;50;5600;1700;11700;NA;12200;500;NA;31700;20210;10200;1100;31510;0;0;1;0;0;0;0;0;1;0;0;0;0;1;8;0;0;0;23;7;38;0;0;0;0;120;0;120;158;0;0;0;0;0;0;0;0;4;2;5;4;7;6;28;110;5;3;6;3;3;0;20;158;0;0;0;0;0;0;0;0;1;0;0;1;2;1;0;5;3;3;11;1;0;4;10;13;28;20;110;158;11;158;14
76;17;EU;612;1804;8115;2052;6063;0;1;NA;1881;1;0;0;1;0;0;1;0;1;0;510;40;510;40;40;40;5650;5450;3850;450;37000;6010;4530.2399999999998;62940;24750;34000;1190.24;59940;0;0;1;0;0;0;0;0;0;1;0;0;0;1;2;3;3;0;75;6;87;0;0;0;0;73;0;73;160;0;0;2;1;0;3;0;3;3;5;8;14;10;12;61;42;22;24;8;3;0;0;57;160;0;0;0;0;0;0;0;0;1;0;0;2;2;1;1;7;3;2;12;2;1;9;27;22;61;57;42;160;12;160;13
77;3;FALAISE;615;1803;8486;1290;7196;0;1;1;1880;1;0;1;0;0;1;0;1;0;0;500;60;500;65;NA;NA;2470;9800;22805;NA;23500;5982;200;64757;37000;21750;4257;63007;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;42;17;60;0;0;9;0;63;0;72;132;0;0;7;5;2;8;2;3;10;11;6;10;9;13;86;16;14;8;5;3;0;0;30;132;0;0;0;0;0;0;0;0;2;1;1;3;3;2;1;13;4;1;18;7;7;23;27;22;86;30;16;132;18;132;7
78;8;FLERS;619;1883;15780;3700;12080;0;1;10;1883;1;0;1;0;0;1;0;1;0;0;465;70;475;75;70;75;9444.1700000000001;3097.1700000000001;23102.790000000001;NA;28110;7558.0500000000002;330;71642;41102.18;25750;3850;70702;0;0;1;0;0;0;0;0;1;0;0;0;0;1;5;0;0;0;35;27;67;0;0;14;0;56;0;70;137;0;0;5;0;1;5;1;5;6;8;4;4;22;11;72;20;22;10;6;4;3;0;45;137;0;0;0;0;0;0;0;0;2;1;1;2;2;2;2;12;4;2;18;5;1;17;16;33;72;45;20;137;18;137;8
79;9;HONFLEUR;630;1854;3000;1000;2000;0;1;NA;1880;1;0;1;0;0;1;0;0;1;0;505;45;505;45;130;90;4950;4256.6499999999996;14207.43;NA;40000;6767.5;5000;75182;35000;31000;6000;72000;0;0;1;0;0;0;0;0;1;0;0;0;0;1;3;0;0;0;69;11;83;0;0;7;0;53;0;60;143;0;0;2;2;0;5;1;3;2;9;6;9;15;13;67;30;14;14;13;5;0;0;46;143;0;0;0;0;0;0;0;0;4;1;0;1;2;3;2;13;3;2;18;2;2;11;24;28;67;46;30;143;18;143;8
80;4;LISIEUX;644;1804;4171;1426;2745;0;1;5;1881;1;0;0;0;1;1;0;0;1;0;440;65;440;65;60;60;6250;8400;31425;NA;34040;11450;NA;91565;42850;18200;3388;64438;0;1;0;0;0;0;0;1;0;0;0;0;0;1;4;0;0;0;64;15;83;0;0;0;0;100;88;188;271;0;0;4;3;0;14;0;12;11;23;23;38;23;15;166;41;24;18;12;4;4;2;64;271;0;0;0;0;0;0;0;0;3;1;1;3;3;2;3;16;4;2;22;4;3;37;84;38;166;64;41;271;22;271;12
81;5;MORTAIN;674;1808;1411;375;1036;0;1;NA;1881;1;0;0;1;0;1;0;0;1;0;420;40;420;40;40;40;5200;4500;11250;NA;6610;NA;850;28410;20850;6400;700;27950;0;0;1;0;0;0;0;1;0;0;0;0;0;1;4;2;0;0;12;2;20;9;0;0;0;22;0;31;51;0;0;1;4;1;3;0;0;3;2;2;4;1;5;26;9;2;7;3;2;1;1;16;51;0;0;0;0;0;0;0;0;2;0;0;2;1;1;1;7;1;1;9;1;5;6;8;6;26;16;9;51;9;51;6
82;10;SABLE;704;1807;10317.700000000001;113;10204.700000000001;0;1;NA;1881;1;0;1;0;0;1;0;1;0;0;450;40;450;40;40;30;4750;1700;5902;1000;11470;1848;NA;26670;14250;8930;2100;25280;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;3;0;0;11;13;28;0;0;0;0;47;0;47;75;0;0;0;0;0;0;0;0;0;1;3;1;12;13;30;17;10;4;7;3;3;1;28;75;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;3;1;6;0;0;0;4;26;30;28;17;75;6;75;12
83;10;ST-HILAIRE-DU-HAR;712;1805;1425;275;1150;0;1;1;1881;1;0;0;1;0;1;0;0;0;1;400;36;400;20;36;20;1500;2850;7303;NA;9100;2102;400;23255;13675;8005;1300;22980;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;2;0;0;18;7;27;0;0;0;0;117;0;117;144;0;0;0;0;0;0;0;0;3;0;3;3;4;5;18;85;21;11;5;4;0;0;41;144;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;3;2;3;8;0;0;3;6;9;18;41;85;144;8;144;18
84;9;SEES;731;1803;4500;2500;2000;0;1;NA;1881;1;0;1;0;0;1;0;0;1;0;420;20;420;20;20;20;3900;2900;10300;NA;13020;1375;1560;33055;15300;10000;975;26275;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;35;3;39;0;0;19;0;42;0;61;100;0;0;4;1;0;3;0;1;2;5;2;6;10;17;51;34;5;5;3;2;0;0;15;100;0;0;0;0;0;0;0;0;2;1;0;1;1;1;0;6;0;1;7;4;1;6;13;27;51;15;34;100;7;100;14
85;8;SILLE-LE-GUILLAUM;735;1876;3652;742;2910;0;1;1;1881;1;0;0;1;0;1;0;1;0;0;450;NA;450;NA;60;40;3620;2700;4060;NA;7500;1800;1300;20980;13000;5700;1200;19900;0;0;0;0;0;0;1;0;0;1;0;0;0;1;2;2;0;0;6;2;12;0;0;0;0;58;0;58;70;0;0;4;0;0;0;0;0;0;1;2;2;10;10;29;26;5;5;2;3;0;0;15;70;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;1;5;4;0;0;5;20;29;15;26;70;5;70;14
86;8;VERNEUIL;750;1870;857.46000000000004;371.17000000000002;486.29000000000002;0;1;1;1881;1;0;0;1;0;1;0;0;0;1;450;50;450;50;50;50;3000;2000;3600;NA;4650;1200;400;14850;10400;3500;650;14550;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;7;4;11;0;0;4;0;31;0;35;46;0;0;0;0;0;0;0;0;0;0;4;2;0;0;6;21;6;7;6;0;0;0;19;46;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;1;5;0;0;0;6;0;6;19;21;46;5;46;9
87;6;VIRE;758;1804;7241.9499999999998;1535.5;5706.4499999999998;0;1;NA;1881;1;0;0;0;1;1;0;0;1;0;450;60;450;60;60;60;5300;9700;22361;NA;21418;7775;1102;67656;42850;18200;3388;64438;0;1;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;38;28;68;0;0;3;0;34;84;121;189;0;0;0;7;0;14;0;12;19;23;23;28;9;4;139;18;17;9;5;1;0;0;32;189;0;0;0;0;0;0;0;0;2;1;1;3;3;2;2;14;2;2;18;0;7;45;74;13;139;32;18;189;18;189;10
88;0;CHAMBERY;0;NA;-0.01;-0.01;-0.01;1;1;NA;NA;2;0;0;2;0;2;0;0;2;0;435;NA;460;NA;60;65;23050;16630.82;28208.98;2455.5;49924.68;9788.2600000000002;7371.4499999999998;137430;80847.960000000006;41791.43;12783.030000000001;135422;0;0;2;0;0;0;0;0;1;0;1;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
89;1;ANNECY;511;1860;7400;1680;5720;0;1;2;1881;1;0;0;1;0;1;0;0;1;0;450;NA;500;NA;60;80;12050;10205.82;20708.98;1500;26981.18;8031.2600000000002;4756.25;84233;53488.029999999999;22154.18;7591.2799999999997;83233;0;0;1;0;0;0;0;0;1;0;0;0;0;1;13;6;7;4;28;0;58;0;0;0;0;131;0;131;189;0;0;14;0;1;10;2;5;11;11;15;15;13;15;112;29;8;17;11;6;6;0;48;189;0;0;0;0;0;0;0;0;3;1;1;2;3;2;2;14;3;2;19;14;1;28;41;28;112;48;29;189;19;189;10
90;2;BONNEVILLE;550;1860;64190;10180;54010;1;0;5;1885;1;0;0;1;0;1;0;0;1;0;420;NA;420;NA;60;50;11000;6425;7500;955.5;22943.5;1757;2615.1999999999998;53196;27359.93;19637.25;5191.75;52189;0;0;1;0;0;0;0;0;0;0;1;0;0;1;12;2;13;0;26;1;54;0;0;10;0;32;0;42;96;0;0;10;3;0;1;0;1;6;10;5;5;4;3;48;15;14;11;8;0;0;0;33;96;0;0;0;0;0;0;0;0;1;1;0;1;1;1;2;7;1;2;10;10;3;8;20;7;48;40;8;96;10;96;10
91;0;CLERMONT;0;NA;-0.01;-0.01;-0.01;0;12;NA;NA;10;1;2;7;3;12;0;3;6;3;410;63;418;49;75;60;73762.759999999995;66403.880000000005;118579.17999999999;2300;255795;60635.5;3583.3000000000002;581060;326743.46000000002;207700;21914.16;556358;2;2;5;0;0;3;1;1;4;3;4;0;0;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
92;1;AMBERT;510;1802;15100;2500;12600;0;1;9;1881;1;0;0;1;0;1;0;0;1;0;450;80;450;30;80;30;4900;2500;5800;NA;3200;1000;NA;17400;13100;2120;1100;16320;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;2;0;0;6;0;9;0;0;18;0;28;0;46;55;0;0;2;0;0;0;0;0;0;2;4;5;11;10;34;11;5;4;1;0;0;0;10;55;0;0;0;0;0;0;0;0;2;0;0;1;1;1;0;5;0;1;6;2;0;0;11;21;34;10;11;55;6;55;9
93;1;AUBUSSON;521;1835;10623;656;9967;0;1;1;1881;0;0;0;0;1;1;0;0;0;1;400;NA;400;NA;100;100;4050;7800;8300;NA;10200;2430;440;33220;22100;8625;1413;32138;0;0;1;0;0;0;0;0;1;0;0;0;0;1;6;0;0;0;17;2;25;0;0;4;0;25;0;29;54;0;0;0;0;0;2;0;1;1;3;3;4;6;0;20;8;6;6;11;2;1;0;26;54;0;0;0;0;0;0;0;0;1;0;1;1;2;1;1;7;2;1;10;0;0;4;10;6;20;26;8;54;10;54;5
94;1;AURILLAC;523;1803;4504;2265;2239;0;1;4;1881;1;0;0;1;0;1;0;0;0;1;440;50;440;40;100;80;7900;8922.5;24531.849999999999;NA;29105;8503.5;NA;78963;49373.599999999999;24195;3749.25;77318;0;1;0;0;0;0;0;0;0;1;0;0;0;1;11;2;0;0;35;10;58;0;0;23;0;76;0;99;157;0;0;15;3;3;4;4;9;13;10;15;17;11;12;116;14;8;12;5;2;0;0;27;157;0;0;0;0;0;0;0;0;2;1;1;3;3;2;1;13;4;1;18;15;6;30;42;23;116;27;14;157;18;157;9
95;1;BRIOUDE;554;1869;4762.3699999999999;1177;3585.3699999999999;0;1;2;1881;1;0;0;1;0;1;0;0;1;0;425;35;395;35;80;60;4700;5800;8500;NA;11500;2740;300;33540;20950;8500;2200;31650;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;9;0;0;11;5;26;0;0;10;0;42;0;52;78;0;0;3;0;0;2;1;4;1;7;3;3;3;2;29;12;21;10;6;0;0;0;37;78;0;0;0;0;0;0;0;0;2;0;0;2;1;1;1;7;2;1;10;3;0;8;13;5;29;37;12;78;10;78;8
96;1;BRIVE;555;1803;3267;1224;2043;0;1;4;1881;1;0;0;0;1;1;0;0;0;1;480;NA;480;NA;90;60;6450;9900;14250;NA;49500;9775;NA;89875;52600;30500;4260;87360;0;1;0;0;0;0;0;0;1;0;0;0;0;1;16;0;0;0;86;4;106;0;0;25;0;115;0;140;246;0;0;14;9;0;14;3;12;13;15;12;16;20;10;138;19;31;26;16;8;8;0;89;246;0;0;0;0;0;0;0;0;3;1;1;3;3;2;2;15;5;1;21;14;9;42;43;30;138;89;19;246;21;246;12
97;10;CUSSET;598;1843;2725.8699999999999;1225.75;1500.1199999999999;0;1;1;1881;1;0;1;0;0;1;0;1;0;0;400;55;400;50;55;50;6900;2800;10670;250;17270;4630;NA;42520;24700;15000;1300;41000;0;0;0;0;0;0;1;0;1;0;0;0;0;1;4;0;0;0;33;6;43;0;0;19;0;44;0;63;106;0;0;6;0;0;0;0;0;0;9;7;12;10;8;52;18;9;15;7;4;1;0;36;106;0;0;0;0;0;0;0;0;2;0;1;0;2;1;1;7;2;1;10;6;0;0;28;18;52;36;18;106;10;106;11
98;3;ISSOIRE;631;1803;6435;1676;4759;0;1;2;1881;1;0;1;0;0;1;0;1;0;0;400;100;400;60;40;40;3500;6550;7066;NA;36800;8384;990;63290;25700;28800;2400;56900;0;0;0;0;0;1;0;0;0;1;0;0;0;1;8;3;0;0;75;1;87;0;0;16;0;60;0;76;163;0;0;0;0;0;0;0;0;3;2;6;10;14;11;46;31;34;24;10;18;0;0;86;163;0;0;0;0;0;0;0;0;2;0;1;1;1;1;1;7;3;2;12;0;0;3;18;25;46;86;31;163;12;163;13
99;3;MAURIAC;660;1803;1725;976;749;0;1;5;1881;1;0;0;1;0;1;0;0;1;0;350;35;350;35;65;45;6300;5100;11100;NA;13100;1900;NA;37500;23300;10500;1200;35000;0;0;1;0;0;0;0;0;0;0;1;0;0;1;5;2;0;0;36;0;43;0;0;0;0;52;0;52;95;0;0;2;0;1;2;0;3;1;2;0;2;3;4;20;42;12;13;8;0;0;0;33;95;0;0;0;0;0;0;0;0;1;1;0;1;2;1;1;7;2;1;10;2;1;4;5;8;20;33;42;95;10;95;10
100;4;RIOM;699;1886;5687.0600000000004;2388;3299;0;1;NA;1886;1;0;0;1;0;1;0;1;0;0;NA;NA;480;80;NA;80;10056.639999999999;3100;5028.3199999999997;2050;47950;10373;NA;78558;27457.959999999999;47000;1100;75558;0;0;0;0;0;0;0;1;0;0;0;0;0;1;12;2;0;0;103;14;131;0;0;0;0;63;0;63;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;25;61;39;13;5;6;149;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;11;0;0;0;0;0;0;149;45;194;11;194;18
