;CODE DU CHEF-LIEU, VILLE;NOM VILLE;CODE DU LYCEE OU COLLEGE;DATE DE FONDATION;SUPERFICIE TOTALE;SUPERFICIE BATIE;SUPERFICIE LIBRE;MODE ADMINISTRATION REGIE;MODE ADMINISTRATION PENSION;DATE RENOUVELLEMENT MOIS;DATE RENOUVELLEMENT ANNEE;PROPRIETE BATIMENT VILLE;PROPRIETE BATIMENT ETAT;ETAT BATIMENT BON;ETAT BATIMENT ASSEZ;ETAT BATIME MAUVAIS;PROPRIETE MOBILIER VILLE;PROPRIETE MOBILIER PRINCIPAL;ETAT MOBILIER BON;ETAT MOBILIER ASSEZ;ETAT MOBILIER MAUVAIS;ENSEIGNE CLASSIQUE TAUX;ENSEIGNE CLASSIQUE RETRIBUTION;ENSEIGNEMENT SPECIAL TAUX;ENSEIGNE SPECIAL RETRIBUTION;TAUX FRAIS ETUDES CLASSIQUES;TAUX FRAIS ETUDES SPECIALES;RECETTE SUBVENTION ETAT ENTRETIEN;RECETTE SUBVENTION ETAT ASSURANCE;RECETTE SUBVENTION COMMUNE;RECETTE SUBVENTION DEPARTEMENT;RECETTE PRODUIT PENSION;RECETTE PRODUIT ETUDES;RECETTE ABONNEMENTS;RECETTE TOTALE;DEPENSES PERSONNEL;DEPENSES NOURRITURE;DEPENSES FRAIS SERVICE;DEPENSES TOTAL;COLLEGE CHAIRE MATHEMATIQUES;COLLEGE CHAIRE REGULIERES;COLLEGE PLUSIEURS CHAIRES;COLLEGE LIMITE RHETORIQUE;COLLEGE LIMITE SECOND;COLLEGE LIMITE TROISIEME;COLLEGE DIVISION GRAMMAIRE;COLLEGE ENSEIGNEMENT 6;COLLEGE ENSEIGNEMEENT 5;COLLEGE ENSEIGNEMEENT 4;COLLEGE ENSEIGNEMEENT 3;COLLEGE ENSEIGNEMEENT 2;COLLEGE ENSEIGNEMEENT 1;COLLEGE ECOLE PRIMAIRE;ELEVE INTERNE BOURSE NATIONALE;ELEVE INTERNE BOURSE DEPARTEMENTALE;ELEVE INTERNE BOURSE COMMUNALE;ELEVE INTERNE BOURSE FONDATION;ELEVE INTERNE PENSION LIBRE;ELEVE INTERNE DEMI-PENSIONNAIRE;ELEVE INTERNES TOTAL;ELEVE EXTERNES BOURSE NATIONALE;ELEVE EXTERNE BOURSE DEPARTEMENTALE;ELEVE EXTERNE BOURSE COMMUNALE;ELEVE EXTERNE BOURSE FONDATION;ELEVE EXTERNES LIBRE;ELEVE EXTERNE ETABLISSEMENT;ELEVE EXTERNES TOTAL;ELEVES TOTAL GENERAL;ELEVE CLASSE MATHEMATIQUES SUPERIEUR NOUVEAU;ELEVE CLASSE MATHEMATIQUES SUPERIEUR VETERAN;ELEVE CLASSIQUE MATHEMATIQUES ELEMENTAIRE;ELEVE CLASSIQUE PHILOSOPHIE NOUVEAU;ELEVE CLASSIQUE PHILOSOPHIE VETERAN;ELEVE CLASSIQUE RHETORIQUE NOUVEAU;ELEVE CLASSIQUE RHETORIQUE VETERAN;ELEVE EN CLASSIQUE 2;ELEVE EN CLASSIQUE 3;ELEVE EN CLASSIQUE 4;ELEVE EN CLASSIQUE 5;ELEVE EN CLASSIQUE 6;ELEVE EN CLASSIQUE 7;ELEVE EN CLASSIQUE 7;ELEVE CLASSIQUE TOTAL;ELEVE CLASSIQUE CLASSE PRIMAIRE;ELEVE ENSEIGNEMENT SPECIAL 1;ELEVE ENSEIGNEMENT SPECIAL 2;ELEVE ENSEIGNEMENT SPECIAL 3;ELEVE ENSEIGNEMENT SPECIAL 4;ELEVE ENSEIGNEMENT SPECIAL 5;ELEVE ENSEIGNEMENT SPECIAL 6;ELEVE ENSEIGNEMENT SPECIAL TOTAL;REPARTITION ELEVE TOTAL;EN PREPA ECOLE NORMALE SCIENCE;EN PREPA ECOLE NORMALE LETTRE;EN PREPA ECOLE POLYTECHNIQUE;EN PREPA ECOLE SAINT-CYR;EN PREPA ECOLE NAVALE;EN PREPA ECOLE FORESTIERE;EN PREPA ECOLE CENTRALE;EN PREPA ECOLE NORMALE CLUNY;PROFESSEUR CLASSIQUE SCIENCE;PROFESSEUR CLASSIQUE PHILOSOPHIE;PROFESSEUR CLASSIQUE HISTOIRE;PROFESSEUR CLASSIQUE RHETORIQUE;PROFESSEUR CLASSIQUE GRAMMAIRE;PROFESSEUR CLASSIQUE ELEMENTAIRE;PROFESSEUR CLASSIQUE LANGUES;PROFESSEUR CLASSIQUE TOTAL;PROFESSEUR SPECIAL;PROFESSEUR CLASSE PRIMAIRE;PROFESSEUR TOTAL GENERAL;ELEVE CLASSIQUE MATHEMATIQUES;ELEVE CLASSIQUE PHILOSOPHIE;ELEVE CLASSIQUE RHETORIQUE;ELEVE CLASSIQUE GRAMMAIRE;ELEVE CLASSIQUE ELEMENTAIRE;ELEVE CLASSIQUE TOTAL;ELEVE ENSEIGNEMENT SPECIAL;ELEVE CLASSE PRIMAIRE;ELEVE TOTAL GENERAL;NOMBRE PROFESSEURS;NOMBRE ELEVES;RAPPORT NOMBRE PROFFESSEURS ELEVES
139;5;PERONNE;684;1825;2976.5599999999999;928.39999999999998;2048.1599999999999;0;1;NA;1882;1;0;1;0;0;1;0;0;1;0;480;70;480;70;100;100;2700;1700;6900;NA;15700;1600;572;29172;14500;12500;1200;28200;0;0;0;0;0;1;0;0;1;0;0;0;0;1;15;1;0;0;18;6;40;0;0;7;0;36;0;43;83;0;0;5;0;0;0;0;1;5;4;10;8;8;5;46;6;4;15;6;4;2;0;31;83;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;4;0;1;5;5;0;6;22;13;46;31;6;83;5;83;16
140;25;QUESNOY(LE);695;1819;3614;977;2637;0;1;1;1881;1;0;0;1;0;1;0;0;0;1;460;70;460;70;55;60;6187.5;3800;6556.3699999999999;NA;30800;7204;6476.5;61024;25325;26600;8569.3700000000008;60494;0;0;1;0;0;0;0;1;0;0;0;0;0;1;5;8;0;1;51;4;69;0;0;23;1;46;0;70;139;0;0;12;0;0;0;0;0;7;10;6;10;10;11;66;10;19;13;18;9;2;2;63;139;0;0;0;0;0;0;0;0;2;1;1;1;2;1;1;9;2;1;12;12;0;7;26;21;66;63;10;139;12;139;12
141;17;ST-AMAND-LES-EAUX;705;1804;1869;545;1324;0;1;6;1881;1;0;1;0;0;1;0;0;1;0;450;NA;450;NA;30;30;8300;2138.3299999999999;13239.370000000001;NA;9450;1440;NA;34568;21838.330000000002;8946;1839.3699999999999;32624;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;4;0;0;14;3;22;0;0;0;0;58;0;58;80;0;0;4;0;0;0;0;0;1;2;4;2;5;6;24;29;8;12;6;0;1;0;27;80;0;0;0;0;0;0;0;0;2;0;0;0;2;1;1;6;2;1;9;4;0;1;8;11;24;27;29;80;9;80;9
142;6;SAINT-POL;718;1881;2740;1365;1375;0;1;11;1881;1;0;0;1;0;1;0;0;1;0;550;NA;550;NA;120;NA;9700;3175;11281.549999999999;NA;44000;4200;NA;72357;29400;37000;3600;70000;0;0;1;0;0;0;0;0;0;1;0;0;0;1;6;0;0;0;88;7;101;0;0;17;0;50;0;67;168;0;0;12;1;1;2;0;3;8;11;21;9;12;11;91;16;36;16;7;2;0;0;61;168;0;0;0;0;0;0;0;1;2;1;0;1;2;1;0;7;2;1;10;12;2;13;41;23;91;61;16;168;10;168;17
143;4;SEDAN;730;1803;8038.1700000000001;3985.5999999999999;4052.5700000000002;1;0;1;1881;1;0;1;0;0;1;0;1;0;0;670;NA;670;NA;110;105;5450;7550;19923.310000000001;NA;57134.400000000001;17575.25;6633.6599999999999;114267;69300;25931.310000000001;19035.310000000001;114267;0;1;0;0;0;0;0;0;1;0;0;0;0;1;20;8;3;2;52;14;99;0;0;9;0;166;0;175;274;0;0;19;2;0;7;4;8;13;16;18;12;16;12;127;51;24;33;21;14;4;0;96;274;0;0;0;0;0;0;0;0;4;1;1;3;3;2;2;16;3;2;21;19;2;32;46;28;127;96;51;274;21;274;13
144;4;SOISSONS;737;1813;4855;1355;3500;1;0;NA;1881;1;0;1;0;0;1;0;1;0;0;625;NA;625;NA;100;80;NA;17750;12937.370000000001;NA;89890.149999999994;9512.5;23121.349999999999;153211;80340.410000000003;38033.129999999997;34837.830000000002;153211;0;1;0;0;0;0;0;0;1;0;0;0;0;1;15;8;5;0;113;13;154;1;0;5;0;101;0;107;261;0;0;21;3;0;13;0;7;14;15;24;18;22;15;152;29;24;27;16;5;8;0;80;261;0;0;0;2;0;0;0;0;3;1;2;3;3;2;3;17;5;2;24;21;3;34;57;37;152;80;29;261;24;261;11
145;0;GRENOBLE;0;NA;-0.01;-0.01;-0.01;4;8;NA;NA;11;0;1;4;7;12;0;2;1;9;404;89;405;84;92;88;70000;70963.330000000002;170648.54999999999;11000;187862;101486.7;26976.5;638937;409238.33000000002;150362;72524.75;632125;0;3;5;2;0;0;2;2;3;3;3;0;1;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
146;10;BOURGOIN;552;1865;3753;1285;2468;0;1;10;1881;0;0;0;1;0;1;0;1;0;0;370;150;370;130;150;130;6850;5313.3299999999999;11111.25;1600;19844;14392;1457.5;60568;32813.330000000002;20644;6910.75;60368;0;0;1;0;0;0;0;1;0;0;0;0;0;1;17;1;0;0;38;4;60;0;0;9;2;53;0;64;124;0;0;5;0;0;1;0;2;7;6;7;9;12;13;62;19;15;20;4;0;2;2;43;124;0;0;0;0;0;0;0;0;2;1;1;1;2;1;1;9;3;1;13;5;0;10;22;25;62;43;19;124;13;124;10
147;1;BRIANCON;553;1804;3380;1089;2291;0;1;1;1881;1;0;0;1;0;1;0;0;0;1;380;40;380;40;40;40;4950;2700;11960;1000;3567;3390;NA;27567;20930;3767;2870;27567;0;0;0;0;0;0;1;0;0;0;1;0;0;1;2;0;0;0;11;1;14;0;0;7;0;71;0;78;92;0;0;4;0;0;0;0;0;0;3;2;6;6;14;35;32;18;2;5;0;0;0;25;92;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;5;2;2;9;4;0;0;11;20;35;25;32;92;9;92;10
148;2;EMBRUN;606;1805;450;300;150;0;1;2;1881;1;0;0;0;1;1;0;0;0;1;400;50;400;40;50;40;3800;3950;10240;1000;4300;2400;400;26090;20300;3800;1490;25590;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;6;2;9;0;0;12;0;55;0;67;76;0;0;0;1;0;0;0;0;1;0;1;3;7;8;21;24;8;13;7;3;0;0;31;76;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;6;2;1;9;0;1;1;4;15;21;31;24;76;9;76;9
149;3;GAP;624;1804;2840.8099999999999;787.45000000000005;2053.3600000000001;0;1;1;1881;1;0;0;0;1;1;0;0;0;1;410;70;410;60;90;80;7000;8400;16670;2000;22400;10230;2650;69350;41900;15500;10000;67400;0;1;0;0;0;0;0;0;1;0;0;0;0;1;13;0;0;0;42;5;60;2;0;0;0;91;0;93;153;0;0;10;1;0;6;1;5;4;9;12;10;15;9;82;17;21;19;11;2;1;0;54;153;0;0;0;0;0;0;0;0;2;1;1;3;3;2;1;13;2;1;16;10;1;16;31;24;82;54;17;153;16;153;9
150;2;MONTELIMAR;672;1866;5350;1250;4100;0;1;1;1881;1;0;1;0;0;1;0;1;0;0;400;75;400;80;NA;NA;7550;6800;12896;NA;23220;9454;1480;61400;35650;22920;2530;61100;0;0;1;0;0;0;0;0;1;0;0;0;0;1;4;0;0;0;44;6;54;0;0;0;0;90;0;90;144;0;0;14;2;0;3;0;3;8;9;8;7;10;11;75;23;10;11;10;4;11;0;46;144;0;0;0;0;0;0;0;0;3;0;1;2;2;1;1;10;2;1;13;14;2;14;24;21;75;46;23;144;13;144;11
151;10;MURE(LA);675;1881;1132;732;400;0;1;1;1882;1;0;0;0;1;1;0;0;0;1;400;100;400;90;100;90;9000;800;7931.3000000000002;2000;4800;4478.6999999999998;1500;30510;21300;6000;2410;29710;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;4;1;7;0;0;14;0;51;0;65;72;0;0;0;0;0;0;0;0;0;1;4;6;0;0;11;28;9;8;11;5;0;0;33;72;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;7;1;9;0;0;0;11;0;11;33;28;72;9;72;8
152;3;NYONS;680;1881;6800;700;6100;0;1;1;1881;1;0;0;0;1;1;0;0;0;1;450;NA;450;NA;60;70;6000;2100;7460;NA;10470;1840;NA;27870;16895;8078;1600;26573;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;9;1;11;0;0;1;0;26;0;27;38;0;0;2;1;0;0;0;0;3;3;2;9;3;4;27;5;0;5;1;0;0;0;6;38;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;5;1;1;7;2;0;3;13;8;26;6;6;38;7;38;5
153;2;PRIVAS;693;1872;5200;1500;3700;1;0;9;1881;1;0;0;1;0;1;0;0;0;1;400;100;400;100;100;100;10050;5200;15375;NA;20443;7194;1386;59648;42350;11293;5440;59083;0;0;1;0;0;0;0;0;0;0;1;0;0;1;15;5;0;0;17;1;38;0;0;0;0;70;0;70;108;0;0;18;5;0;1;1;8;11;4;7;12;8;7;82;8;4;8;6;0;0;0;18;108;0;0;0;0;0;0;0;0;2;1;1;2;2;1;1;10;3;1;14;18;5;21;23;15;82;18;8;108;14;108;8
154;8;ROMANS;702;1833;2450;1200;1250;1;0;3;1881;1;0;0;0;1;1;0;0;0;1;350;100;350;100;110;110;2800;7100;15000;NA;11050;7900;1800;45650;33750;9500;2400;45650;0;0;0;1;0;0;0;0;0;1;0;0;0;1;2;0;0;0;16;8;26;0;0;0;0;96;0;96;122;0;0;2;0;0;1;0;2;3;8;6;5;10;14;51;39;14;11;6;1;0;0;32;122;0;0;0;0;0;0;0;0;2;0;0;1;2;1;1;7;4;2;13;2;0;6;19;24;51;32;39;122;13;122;9
155;2;SAINT-MARCELLIN;715;1845;243;570;1860;0;1;12;1880;1;0;0;1;0;1;0;0;1;0;360;70;360;70;NA;NA;2500;3400;4600;1600;5840;2158;300;20398;12200;4640;2358;19198;0;0;0;1;0;0;0;0;0;0;1;0;0;1;3;2;0;0;9;0;14;0;0;0;0;35;0;35;49;0;0;1;0;0;1;0;2;3;6;2;2;10;5;32;7;5;4;1;0;0;0;10;49;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;5;1;1;7;1;0;6;10;15;32;10;7;49;7;49;7
156;4;VALENCE;746;1803;3700;1750;1950;1;0;1;1881;1;0;0;0;1;1;0;0;0;1;510;100;530;110;100;110;8500;10300;32905;NA;24948;25200;6997;108850;70150;21000;17700;108850;0;1;0;0;0;0;0;0;1;0;0;0;0;1;15;0;0;0;48;11;74;2;0;0;0;142;0;144;218;0;0;17;2;1;6;0;8;15;22;22;15;14;9;131;26;19;19;17;6;0;0;61;218;0;0;0;0;0;0;0;0;3;1;1;3;3;2;2;15;5;2;22;17;3;29;59;23;131;61;26;218;22;218;10
157;4;VIENNE;753;1804;7498.9099999999999;4655.4099999999999;2843.5;1;0;10;1882;1;0;0;0;1;1;0;0;0;1;430;120;430;90;120;90;1000;14900;24500;1800;36980;12850;9006;101036;61000;23220;16816;101036;0;1;0;0;0;0;0;1;0;0;0;0;0;1;9;0;0;0;45;7;61;0;0;0;0;160;0;160;221;0;0;18;5;0;9;0;1;8;5;6;11;14;0;77;46;37;25;17;12;7;0;98;221;0;0;0;0;0;0;0;0;3;1;1;3;3;1;2;14;4;3;21;18;5;18;22;14;77;98;46;221;21;221;10
158;0;LYON;0;NA;-0.01;-0.01;-0.01;0;9;NA;NA;8;1;5;3;1;9;0;5;3;1;479;49;464;50;52;67;56379.830000000002;41705.809999999998;132845.57999999999;18000;242136;48343.550000000003;4945.2200000000003;544356;275487.21000000002;191879;50122.080000000002;517488;0;3;2;0;0;0;1;3;4;1;1;0;0;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
159;1;AUTUN;524;1803;6425;2041;4384;0;1;2;1881;0;1;1;0;0;1;0;0;1;0;550;NA;525;NA;100;70;9200;11779.99;27401.009999999998;5000;34976;5326.5500000000002;2376;96060;56877.470000000001;20374;17280.080000000002;94532;0;1;0;0;0;0;0;1;0;0;0;0;0;1;4;0;0;0;49;13;66;0;0;22;0;104;0;126;192;0;0;9;2;0;4;1;8;8;16;9;9;9;10;85;48;15;17;6;9;9;3;59;192;0;0;0;0;0;0;0;0;3;1;1;3;3;3;2;16;5;1;22;9;2;21;34;19;85;59;48;192;22;192;9
160;2;CHALON-SUR-SAO(G);571;1803;10342.6;1634.02;8708.5799999999999;0;1;2;1881;1;0;0;0;1;1;0;0;0;1;520;50;520;50;100;60;4900;8100;23160.540000000001;3000;45460;14023;1144.22;99788;52105.760000000002;38910;2222;93238;0;1;0;0;0;0;0;0;1;0;0;0;0;1;8;0;5;0;81;5;99;0;0;14;0;148;7;169;268;0;0;19;5;0;13;3;8;13;19;19;19;28;20;166;19;18;36;21;7;1;0;83;268;0;0;0;0;0;0;0;0;3;1;1;3;3;2;2;15;3;2;20;19;5;37;57;48;166;83;19;268;20;268;12
161;3;CHAROLLES;573;1805;6717.1599999999999;731.90999999999997;5985.25;0;1;2;1881;1;0;0;1;0;1;0;0;1;0;NA;NA;500;NA;NA;50;3720;1300;7300;3000;16500;1200;200;33220;17000;12570;2800;32370;0;0;0;0;0;0;0;0;1;0;0;0;0;1;11;0;0;0;21;0;32;0;0;0;0;51;0;51;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;17;20;9;5;8;0;59;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;7;0;0;0;0;0;0;59;24;83;7;83;12
162;4;LOUHANS(G);649;1803;3624;1535;2089;0;1;2;1881;1;0;1;0;0;1;0;1;0;0;450;20;450;20;60;60;7600;5800;9850;3000;31440;1400;NA;59090;26550;26300;4240;57090;0;0;1;0;0;0;0;1;0;0;0;0;0;1;18;0;0;0;45;5;68;0;0;0;0;40;0;40;108;0;0;3;3;0;9;0;7;5;5;5;7;7;3;54;4;8;18;9;7;4;4;50;108;0;0;0;0;0;0;0;0;2;1;0;1;1;1;1;7;2;1;10;3;3;21;17;10;54;49;4;107;10;107;11
163;4;NANTUA;676;1803;4731;1357;3374;0;1;3;1881;1;0;0;1;0;1;0;1;0;0;400;50;400;50;50;50;9325;4675;15120;NA;46400;7650;NA;83170;30600;37150;11180;78930;0;0;1;0;0;0;0;0;0;1;0;0;0;0;10;4;0;0;100;2;116;0;0;0;0;37;0;37;153;0;0;14;1;0;3;0;1;5;3;8;10;4;8;57;0;26;35;32;3;0;0;96;153;0;0;0;0;0;0;0;0;2;1;0;1;2;1;1;8;6;0;14;14;1;9;21;12;57;96;0;153;14;153;11
164;8;PONT-DE-VAUX;691;1878;5952;1232;4720;0;1;3;1881;1;0;1;0;0;1;0;1;0;0;NA;NA;450;50;NA;50;2600;NA;10000;NA;9960;1480;NA;24040;12075;6750;2100;20925;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;0;0;0;22;0;26;0;0;10;0;25;0;35;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;24;16;6;0;0;0;46;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;5;0;0;0;0;0;0;46;15;61;5;61;12
165;3;ROANNE;700;1868;24400;2660;21740;0;1;2;1881;1;0;1;0;0;1;0;1;0;0;502;22;502;22;100;100;10084.83;5950.8199999999997;23099.029999999999;NA;25700;9200;1100;75135;43128.980000000003;25300;5400;73829;0;1;0;0;0;0;0;1;0;0;0;0;0;1;8;0;0;0;36;7;51;0;0;17;0;101;0;118;169;0;0;7;2;1;7;4;9;11;14;14;14;17;18;118;11;22;6;8;2;1;1;40;169;0;0;0;0;0;0;0;0;2;1;1;3;3;2;2;14;3;1;18;7;3;1;42;35;118;40;11;169;18;169;9
166;10;TOURNUS;743;1866;2055;870;1185;0;1;2;1881;1;0;0;1;0;1;0;0;1;0;NA;NA;400;60;NA;60;850;1800;5600;4000;17150;1250;NA;30650;14350;10800;2100;27250;0;0;0;0;0;0;0;0;1;0;0;0;0;1;9;0;0;0;26;0;35;0;0;15;0;51;0;66;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;17;26;17;8;5;0;73;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;7;0;0;0;0;0;0;73;28;101;7;101;14
167;2;VILLEFR-SUR-SAONE;756;1886;9320;1735;7585;0;1;8;1885;1;0;1;0;0;1;0;1;0;0;450;100;450;100;100;100;8100;2300;11315;NA;14550;6814;125;43204;22800;13725;2800;39325;0;0;0;0;0;0;1;0;1;0;0;0;0;1;9;4;2;0;32;14;61;0;0;0;0;50;0;50;111;0;0;0;0;0;0;0;0;0;5;6;4;8;11;34;14;31;15;11;4;2;0;63;111;0;0;0;0;0;0;0;0;2;0;1;0;0;1;2;6;2;1;9;0;0;0;15;19;34;63;14;111;9;111;12
168;0;MONTPELLIER;0;NA;-0.01;-0.01;-0.01;3;12;NA;NA;14;1;4;5;6;15;0;2;4;9;425;90;422;89;100;93;82105;80144.970000000001;239860.01000000001;700;474940.62;169157.72;58168.410000000003;1105077;671120.26000000001;314961.10999999999;95316.880000000005;1081398;0;4;6;1;0;1;2;2;3;2;6;2;0;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
169;9;AGDE;504;1862;1632.3699999999999;630.89999999999998;1001.47;0;1;3;1881;1;0;1;0;0;1;0;0;1;0;440;60;440;60;120;120;5600;4025;14668.67;NA;5190;8428;NA;37912;32052.02;3190;1000;36242;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;7;3;10;1;8;0;0;101;0;110;120;0;0;7;0;0;0;0;6;0;4;5;8;10;16;56;48;6;5;5;0;0;0;16;120;0;0;0;0;0;0;0;2;2;1;0;1;2;1;1;8;1;2;11;7;0;6;17;26;56;16;48;120;11;120;11
170;1;ALAIS(G);507;1803;4200;2000;2200;0;1;1;1881;1;0;0;0;1;1;0;0;0;1;530;NA;530;NA;100;100;8650;7200;15200;NA;34000;16000;2300;83350;49000;24000;7000;80000;0;0;0;0;0;0;1;1;0;0;0;0;0;1;16;0;0;0;52;7;75;2;0;0;0;163;0;165;240;0;0;12;0;0;0;0;0;0;12;5;11;18;15;73;27;52;40;27;11;10;0;140;240;0;0;0;0;0;0;0;0;4;2;1;0;3;2;2;14;1;1;16;12;0;0;28;33;73;140;27;240;16;240;15
171;10;BEDARIEUX;541;1806;2703.5799999999999;802.36000000000001;1901.22;0;1;10;1881;1;0;0;0;1;1;0;0;0;1;380;100;380;100;100;110;7100;8100;8950;NA;17780;13100;NA;55030;33150;16780;4100;54030;0;0;1;0;0;0;0;0;0;0;1;0;0;1;2;8;0;0;33;2;45;0;2;0;0;84;0;86;131;0;0;7;2;1;7;2;1;8;13;11;12;10;11;85;15;13;10;8;0;0;0;31;131;0;0;0;0;0;0;0;0;2;1;1;1;2;1;1;9;2;1;12;7;3;18;36;21;85;31;15;131;12;131;11
172;1;BEZIERS(G);545;1803;10800;4000;6800;1;0;1;1881;1;0;0;0;1;1;0;0;0;1;500;90;500;90;90;90;1850;6376.6599999999999;24993.509999999998;NA;107218;36090;33566.209999999999;210094;120410.83;58697.949999999997;32984.940000000002;212094;0;1;0;0;0;0;0;0;1;0;0;0;0;1;8;5;4;1;154;22;194;0;2;12;0;270;0;284;478;0;0;22;9;0;20;1;21;26;33;33;41;43;64;313;54;61;32;12;5;1;0;111;478;0;0;0;0;0;0;0;0;4;1;1;3;5;5;3;22;5;3;30;22;9;68;107;107;313;111;54;478;30;478;16
173;2;CASTELNAUDARY;565;1803;3852.23;1478.71;2373.52;0;1;3;1881;1;0;0;0;1;1;0;0;0;1;390;50;390;50;60;80;7450;5650;13532;NA;17325;6268;NA;50225;31100;16765;1850;49715;0;0;0;1;0;0;0;0;0;1;0;0;0;1;10;1;2;0;30;2;45;0;0;0;0;179;0;179;224;0;0;7;0;0;7;0;0;3;4;8;7;7;31;74;81;21;21;15;12;0;0;69;224;0;0;0;0;0;0;0;0;2;0;1;1;2;2;1;9;2;1;12;7;0;10;19;38;74;69;81;224;12;224;19
174;8;CETTE;569;1844;7722;1693;6029;0;1;1;1881;1;0;0;0;1;1;0;0;0;1;440;110;440;110;80;80;3680;7400;49483;NA;24800;29515;3252;118130;81960;25000;6770;113730;0;1;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;40;37;80;0;3;17;0;227;0;247;327;0;0;10;0;2;4;2;9;16;13;17;19;37;29;158;90;32;28;15;3;1;0;79;327;0;0;0;0;0;0;0;1;4;1;1;3;3;3;3;18;4;3;25;10;2;31;49;66;158;79;90;327;25;327;13
175;11;CLERMONT-L'HERAUL;585;1863;3097.3499999999999;1423.75;1673.5999999999999;0;1;2;1881;1;0;1;0;0;1;0;0;1;0;400;90;400;80;90;80;3225;6100;14461.59;NA;5100;5315.5500000000002;NA;34202;26750;4200;2352.1399999999999;33302;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;3;0;0;3;5;12;3;1;0;0;80;0;84;96;0;0;12;0;0;1;0;2;6;2;1;4;9;12;49;25;18;4;0;0;0;0;22;96;0;0;0;0;0;0;0;1;2;0;0;1;2;1;1;7;2;1;10;12;0;9;7;21;49;22;25;96;10;96;10
176;2;LODEVE;645;1811;2961;642;2319;0;1;1;1881;1;0;0;0;1;1;0;0;0;1;400;70;400;70;70;70;5350;6600;11450;NA;6675;5055;2080;37210;28250;6600;1550;36400;0;0;1;0;0;0;0;0;0;0;1;0;0;1;3;1;0;0;7;1;12;0;8;0;0;66;0;74;86;0;0;8;1;0;2;3;3;2;4;9;9;10;6;57;13;7;4;5;0;0;0;16;86;0;0;0;0;0;0;0;0;2;0;1;2;1;1;1;8;1;1;10;8;1;10;22;16;57;16;13;86;10;86;9
177;12;LUNEL;652;1863;3928;822;3106;0;1;1;1881;1;0;0;1;0;1;0;0;0;1;460;40;440;40;120;90;2150;3000;6536.5;NA;9640;5683.5;2000;29010;18600;8500;870;27970;0;0;0;0;0;0;1;0;0;0;1;0;0;1;4;2;0;0;14;0;20;0;7;11;0;44;0;62;82;0;0;14;0;0;0;0;0;0;4;7;4;0;0;29;18;15;12;8;0;0;0;35;82;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;3;3;1;7;14;0;0;15;0;29;35;18;82;7;82;12
